activity_id,name,type,gear_id,date,distance_miles,moving_time_min,elapsed_time_min,elevation_gain_ft,avg_pace,avg_pace_sec,max_pace,max_pace_sec,start_lat,start_lng
7942362934,Afternoon Hike,Hike,,2022-10-09T10:34:50Z,4.87,02:28:24,02:28:24,0.0,,,,,-3.100098,37.378023
7942363270,Night Hike,Hike,,2022-10-08T21:11:19Z,9.76,03:53:07,03:53:07,4012.8,,,,,-3.100071,37.377985
7942362408,Morning Hike,Hike,,2022-10-08T05:18:19Z,3.81,01:54:49,01:54:49,1990.16,,,,,-3.11241,37.355205
7942362773,Morning Hike,Hike,,2022-10-07T06:07:51Z,4.37,02:11:25,02:11:25,1409.12,,,,,-3.095326,37.330344
7942363248,Morning Hike,Hike,,2022-10-06T05:06:03Z,6.94,03:46:03,03:46:03,1574.8,,,,,-3.042752,37.299995
7942362494,Afternoon Hike,Hike,,2022-10-05T13:35:38Z,1.71,00:50:38,00:50:38,510.5,,,,,-3.042803,37.299932
7942363145,Morning Hike,Hike,,2022-10-05T05:13:27Z,6.93,03:40:13,03:40:13,2198.49,,,,,-3.014349,37.229868
7942363197,Morning Hike,Hike,,2022-10-04T04:44:32Z,6.23,03:19:03,03:19:03,2759.84,,,,,-2.996444,37.174824
7942362656,Afternoon Hike,Hike,,2022-10-03T11:52:22Z,3.53,01:47:40,01:47:40,1328.08,,,,,-3.001884,37.146196
7870305975,Morning Hike,Hike,,2022-09-26T13:00:07Z,4.92,01:35:01,01:35:01,964.24,,,,,42.21736,-71.11917
7828417684,Getting a bit more done before the rain comes,Hike,,2022-09-18T13:02:17Z,3.0,00:59:26,00:59:26,699.48,,,,,44.140706,-72.863297
7823929566,Wanted to see what a day working on our property looked like 😂,Hike,,2022-09-17T14:20:59Z,6.62,02:42:08,02:42:08,1796.26,,,,,44.140567,-72.863305
7798629816,Afternoon Hike,Hike,,2022-09-12T20:28:48Z,4.82,01:36:34,01:36:34,1158.79,,,,,42.209,-71.09661
7777400688,Morning Hike,Hike,,2022-09-08T12:02:37Z,3.55,01:18:28,01:18:28,899.93,,,,,42.21438,-71.09385
7697937969,Morning Hike,Hike,,2022-08-25T11:12:33Z,5.4,01:46:33,01:46:33,1045.28,,,,,42.21796,-71.11864
7686171371,Morning Hike,Hike,,2022-08-23T11:08:17Z,4.9,01:28:11,01:28:11,774.61,,,,,42.2211,-71.09048
7664317544,Morning Hike,Hike,,2022-08-19T11:35:50Z,3.88,01:19:06,01:19:06,743.77,,,,,42.21469,-71.06971
7658880196,Pulpit Rock and Joppa Hill,Hike,,2022-08-17T14:08:27Z,6.71,02:09:16,02:09:16,645.67,,,,,42.94713,-71.59408
7489326474,Hike with mom,Hike,,2022-07-17T16:33:50Z,3.31,01:17:46,01:17:46,250.33,,,,,42.33017,-71.47502
7404224685,Meandering the property,Hike,,2022-07-02T16:43:27Z,0.62,00:15:46,00:15:46,0.0,,,,,44.143773,-72.862879
7313241228,Couldn’t hack the bugs but Pru got some good zoomies out,Hike,,2022-06-15T14:31:55Z,1.48,00:22:21,00:22:21,59.06,,,,,43.793059,-71.500926
7309416429,Mt Morgan w/ a hype potato,Hike,,2022-06-14T16:26:47Z,4.66,01:45:44,01:45:44,1395.01,,,,,43.78867,-71.54831
7222881270,Lunch Hike,Hike,,2022-05-29T15:46:44Z,2.12,00:44:01,00:44:01,249.67,,,,,42.221657,-71.092975
7180715320,Steamy Potato,Hike,,2022-05-21T17:17:21Z,6.07,01:35:22,01:35:22,683.4,,,,,42.212929,-71.093091
7149074566,Slowing Zach down on our first trail “run” in ages,Hike,,2022-05-15T18:23:01Z,4.52,01:02:01,01:02:01,369.09,,,,,42.209629,-71.085013
6447510073,Morning Hike,Hike,,2021-12-30T15:33:22Z,2.62,00:56:43,00:56:43,229.66,,,,,42.349264,-71.274331
6094756768,Purgatory Falls,Hike,,2021-10-10T14:47:36Z,6.13,02:57:37,02:57:37,379.27,,,,,42.85892,-71.69493
5895073826,Dolomites hut-to-hut - Day 6,Hike,,2021-08-30T05:55:10Z,5.16,02:16:46,02:16:46,1721.78,,,,,46.62824,12.35779
5895070653,Dolomites hut-to-hut - Day 5,Hike,,2021-08-29T05:52:28Z,14.6,06:42:54,06:42:54,4974.74,,,,,46.6528,12.1799
5895067621,Dolomites hut-to-hut - Day 4,Hike,,2021-08-28T06:12:16Z,10.0,04:31:42,04:31:42,3969.49,,,,,46.69906,12.0846
5895063781,Dolomites hut-to-hut - Day 3,Hike,,2021-08-27T06:08:21Z,10.03,04:54:14,04:54:14,3236.55,,,,,46.6382,12.04136
5895059992,Dolomites hut-to-hut - Day 2,Hike,,2021-08-26T05:50:50Z,16.58,06:53:29,06:53:29,3944.55,,,,,46.50797,12.0467
5895057132,Dolomites hut-to-hut - Day 1,Hike,,2021-08-25T06:53:38Z,9.42,04:30:28,04:30:28,3994.09,,,,,46.51606,12.09134
5895052066,Furi - Hörnlihütte - Trockener Steg,Hike,,2021-08-21T05:58:33Z,10.43,04:54:15,04:54:15,5521.0,,,,,46.00348,7.72834
5895047412,Zermatt hungry meander,Hike,,2021-08-20T13:22:03Z,4.04,01:22:10,01:22:10,914.04,,,,,46.00976,7.74868
